Timestamp,exp_inlet,exp_outlet,exp_heatgen,heatgen_m1,heatgen_m2,heatgen_m3,heatgen_m4,heatgen_m5,heatgen_m6,exp_flowrate,Tamb
43419,28.70281371,43.79588308,68.98793631,14.18782858,4.629780723,12.62778299,16.17223073,14.38829414,6.982019148,1.147677491,21.4942085
43429,28.72137181,43.64435823,66.84382955,14.02092608,2.531499613,12.41729622,17.46569961,14.09879354,6.309614491,1.147576698,21.46476649
43439,28.74075471,43.61859399,66.00563904,14.55550774,1.429817766,11.65095848,16.95322559,15.14139829,6.274731179,1.124537655,21.48376571
43449,28.78247826,43.74531922,67.06686539,13.8983607,0.79429377,11.73188792,17.72579479,14.93637617,7.98015203,1.12443202,21.48878782
43459,28.82338581,43.28613401,65.97617252,13.15467532,0.367127831,11.88683578,17.00964913,16.30450553,7.253378931,1.147275644,21.49199314
43469,28.84745636,43.22694354,66.07862683,13.37759505,0.2275451,11.4017748,17.07629134,15.73207163,8.263348919,1.147078512,21.52853156
43479,28.8736894,42.97231026,68.59440734,14.05975567,3.967248444,9.813854223,16.60982616,15.6612364,8.482486437,1.14698101,21.5259222
43489,28.91228882,42.72727281,68.06495002,13.69252989,6.871314018,8.892852084,15.15773783,14.8801439,8.570372295,1.146847235,21.52062259
43499,28.96734365,42.55676976,65.29615155,14.53321834,3.628053822,10.43177039,15.06479448,13.93333314,7.704981379,1.146706529,21.5129426
43509,28.99386356,42.63005551,64.78318873,12.80609181,5.040229751,9.936798484,15.48686793,14.01092454,7.502276228,1.146556051,21.48880783
43519,29.03389836,42.55595541,66.66907822,13.53731523,7.504355268,9.549974244,14.94736393,14.25417839,6.875891157,1.146388126,21.47789226
43529,29.07664267,42.60327077,67.83230079,14.4035307,9.069234901,9.015842293,14.60658973,13.70486119,7.032241976,1.146264044,21.49265325
43539,29.12732712,42.57092715,66.6880685,14.25348954,9.234997892,9.116840811,14.57943524,13.26739012,6.235914898,1.146124427,21.50273578
43549,29.1585582,42.77034654,68.6970672,14.61735384,9.524076446,9.824734344,14.6952427,13.46037716,6.575282717,1.145976428,21.52823195
43559,29.21221655,42.94521878,69.268251,14.37465836,10.30870611,9.349231352,14.80294747,13.87141906,6.561288655,1.145766478,21.51634077
43569,29.26292351,43.15250722,67.55770028,14.46514201,9.46424,8.598664423,14.70345375,13.55009425,6.776105839,1.145641258,21.53171583
43579,29.31132951,43.32479629,68.33236768,14.24437519,10.19860277,8.370195111,14.70070198,13.80228148,7.016211145,1.145479439,21.57120614
43589,29.36967608,43.68662798,71.04158636,14.10658451,10.42101571,8.635037161,15.45660347,13.92164795,8.500697547,1.145318157,21.53813635
43599,29.42241646,43.63395436,69.60839234,14.28473199,10.43289968,9.356841509,14.27666151,13.48240765,7.774850005,1.14506362,21.55446424
43609,29.49818771,43.4163353,67.27578834,14.03960634,7.691831241,10.62183043,14.63757583,14.0697244,6.2152201,1.144854686,21.57317065
43619,29.545052,43.67074949,67.41069684,14.634935,3.271393192,11.9162984,16.66349551,14.60004968,6.324525061,1.144735191,21.61669278
43629,29.62080629,43.84907617,66.57129091,13.336719,1.93404574,12.09649049,17.44816778,14.92309044,6.832777467,1.144574509,21.6327936
43639,29.67682631,43.83373836,68.98705574,13.99457074,5.498134938,9.776231092,17.33617138,15.2632012,7.118746381,1.144340453,21.5992162
43649,29.74779366,43.79392564,69.54268417,14.43445247,8.256228295,9.308812978,15.20998132,14.41906455,7.914144559,1.144156522,21.58322668
43659,29.81782551,43.59739794,68.04030225,14.46798837,9.077216166,9.042162007,14.71486051,13.22263778,7.515437412,1.144012232,21.56645246
43669,29.87043834,43.56460661,69.80649061,14.29812317,9.768611504,9.15697432,15.69425173,13.98383159,6.904698291,1.143842311,21.53674582
43679,29.9210443,43.71530811,69.73065832,14.60907459,9.924148536,9.825892129,14.92915902,13.60971501,6.832669031,1.143670197,21.49448185
43689,29.99648314,43.84825584,69.57805554,14.65656216,10.51945083,9.62066862,14.83149161,13.42016628,6.529716039,1.143484963,21.53382688
43699,30.06301845,44.09423211,70.21748284,14.86007789,10.19961451,9.742626199,15.12829765,13.38446338,6.902403209,1.143347621,21.518904
43709,30.12848454,44.28923807,69.5615299,13.99670707,10.55215587,9.521118148,15.10011863,13.26671453,7.124715644,1.143188439,21.47397328
43719,30.19591966,44.35520415,70.26997408,14.06341424,10.54328597,9.899571957,15.37405453,13.50064782,6.88899957,1.143003473,21.43842128
43729,30.25328415,44.3172562,69.21781168,14.4882671,10.51551729,9.765545816,14.97193786,13.46273271,6.013810898,1.14284595,21.46288976
43739,30.3417221,44.59282264,68.93554983,14.74509627,9.831305486,9.941533092,15.06257923,12.61143242,6.743603332,1.142686596,21.47813088
43749,30.40206878,44.71717392,70.84056739,13.83282385,10.61505786,10.2730702,15.73436894,13.04029503,7.344951515,1.142553048,21.46677479
43759,30.46115099,44.78316217,71.28795983,14.27196495,11.2356847,9.89179292,15.11698818,13.89616704,6.875362038,1.142313369,21.51220011
43769,30.53255454,45.03955253,72.23219883,14.34536854,10.54520298,9.927135975,15.66171618,14.07414067,7.678634486,1.142179179,21.5076184
43779,30.61292293,44.95879371,70.98680139,14.65423081,10.68588973,9.150896218,15.5300246,13.83041103,7.135348991,1.141999844,21.51274433
43789,30.67371184,45.00384971,68.95111005,13.3338834,10.09359061,9.741244902,15.60147727,13.43154852,6.749365353,1.14186963,21.48086815
43799,30.7478702,45.11758495,69.75168975,13.40245429,9.941078248,9.580147339,15.62839521,14.20285236,6.996762304,1.141673985,21.46108293
43809,30.82583846,45.18395385,69.83769159,13.8279146,10.42240227,9.19991328,15.21248469,14.02448146,7.150495284,1.141510518,21.50181043
43819,30.91431668,45.20560244,70.70503104,13.95622539,10.72156674,9.442509897,15.18330121,14.295371,7.106056805,1.141392978,21.4976583
43829,30.96525948,45.37170502,71.92408265,14.47360073,10.69365529,9.57995199,15.11932252,14.28641931,7.771132802,1.141201748,21.46838892
43839,31.04172635,45.28259463,70.00435707,14.22419441,10.45285808,9.695106553,15.31630799,13.4705298,6.845360237,1.141023405,21.47801347
43849,31.12412748,45.45059131,70.90540274,14.88001415,10.79320548,9.454634767,15.43294645,13.08140443,7.263197457,1.140844591,21.46521287
43859,31.19704363,45.32125396,70.42817232,14.17154705,11.04415944,10.05058517,15.4920975,13.42082386,6.248959295,1.140742648,21.41514064
43869,31.27449419,45.55359142,70.29310076,14.17072973,10.85104973,9.679529006,15.15457713,13.83617821,6.601036955,1.140556093,21.42581646
43879,31.34529435,45.66286357,71.57978514,14.06618114,11.41314096,9.875473024,15.67752432,13.8246918,6.722773897,1.140401873,21.42230613
43889,31.41115077,45.82354308,71.65571475,14.09424437,10.84072385,10.08833132,15.64551005,13.83803566,7.148869494,1.140240025,21.41269962
43899,31.50982894,45.95941567,70.30329384,14.31866922,9.875974603,9.370042834,15.46033322,13.91091205,7.367361912,1.14010626,21.41280652
43909,31.57989346,45.949342,68.9497687,13.97849085,10.05935046,9.194954066,15.21639216,13.44537707,7.05520409,1.139942991,21.42590501
43919,31.64476269,45.93089405,70.8877661,14.40255784,10.42944706,9.568481553,15.33264275,14.01198695,7.142649947,1.13978171,21.44685051
43929,31.73883118,45.95195763,71.26832341,14.49898567,10.93961467,9.477861145,15.7440168,13.95452519,6.653319936,1.139593325,21.43161898
43939,31.81962715,45.95291353,71.12520046,15.02660453,10.9139786,9.603518295,15.3888715,13.63670853,6.555519014,1.139479782,21.40210547
43949,31.88218471,46.17322504,71.55905397,14.57526234,11.01658292,9.703027868,15.50759304,13.98399934,6.772588468,1.13935733,21.39777771
43959,31.95004172,46.33909121,69.59968044,14.20198059,8.194182528,10.32515619,15.3472768,14.06588892,7.465195407,1.139163753,21.41247912
43969,32.02027056,46.29915358,69.72814932,13.46498817,8.653266422,10.50411939,16.66025887,13.74874736,6.696769106,1.139000515,21.41824945
43979,32.08755777,46.71173599,71.52581604,14.16508474,9.129412395,9.725663344,15.52494069,14.63061657,8.350098289,1.138768406,21.44886344
43989,32.18155797,46.68619829,72.59225993,14.49455237,10.42556729,10.07345316,15.25666138,14.12206526,8.21996047,1.13867947,21.51378085
43999,32.2472534,46.6062351,71.34921022,14.11827074,11.37887592,9.59621482,15.02353321,13.58542856,7.646886975,1.138521182,21.51980672
44009,32.33029187,46.71767792,72.06503979,14.21676151,10.4242866,9.349321341,15.45824065,14.41279321,8.203636479,1.13838992,21.52079333
44019,32.40176262,46.62136804,70.34596,14.1575042,10.66845663,8.941512408,15.60107022,13.83128473,7.146131814,1.138248712,21.51791189
44029,32.47171251,46.73461562,72.56501368,14.62719055,11.31707731,10.04005218,15.88655275,13.86490036,6.829240514,1.138136989,21.50809548
44039,32.5559118,47.03747022,71.48551468,14.40849232,11.05192062,9.605620811,15.26744539,13.66973328,7.48230226,1.137991923,21.51536802
44049,32.63394685,47.05502702,72.17764586,14.67424285,11.52478183,9.471055319,15.81960458,13.71676952,6.971191772,1.137810161,21.5140975
44059,32.70164957,47.15787252,72.35081426,14.87212328,11.81390107,9.610202704,14.83793456,14.04333349,7.17331915,1.137663531,21.53561493
44069,32.78084557,47.18950143,70.68614608,14.19386749,10.88898838,10.26257938,15.26104222,13.33696613,6.742702472,1.1375519,21.51960862
44079,32.84024891,47.20554404,70.48462344,14.05041216,10.91777435,9.542285191,15.69194945,13.22224724,7.05995505,1.137439531,21.47773805
44089,32.91112402,47.42329167,69.93530196,13.72661382,10.5876214,9.400778333,15.17202624,13.90884042,7.139421745,1.137268038,21.43667337
44099,32.97332142,47.45617153,71.6821312,13.9053909,11.31847129,9.695511657,15.64729105,13.86909437,7.24637193,1.137144103,21.47433531
44109,33.04866222,47.48146329,70.18613548,14.09002035,11.34453331,9.178900943,15.13973706,13.50981483,6.92312899,1.137034792,21.4688115
44119,33.10748017,47.58375253,72.50078649,14.26653011,11.9660017,9.320522292,15.49513543,14.54986973,6.902727226,1.136899403,21.44143979
44129,33.17815472,47.81189376,72.1643977,14.83809011,10.81878054,9.423782666,15.84323555,13.5899403,7.650568542,1.136776491,21.47021178
44139,33.25884046,47.78291476,70.50854247,14.50424639,11.41874724,9.071946523,14.89093425,13.59506128,7.0276068,1.136630511,21.47464043
44149,33.31798021,47.77251037,70.32993221,13.59445851,11.12987845,9.435756794,15.35818387,13.87386258,6.937792011,1.136538936,21.47962781
44159,33.38084906,48.00409625,71.313239,14.55931501,10.97373735,9.375932971,14.96634521,14.00111051,7.436797965,1.13641815,21.45596005
44169,33.46474925,48.09386458,72.87632394,14.87229739,11.89401989,9.425600816,15.55977662,13.83397002,7.290659213,1.136296119,21.43546123
44179,33.53462894,48.12751247,71.61755612,14.35896903,11.68763334,9.012672129,15.16507897,14.0683959,7.324806753,1.136123893,21.44691743
44189,33.59669047,48.32797635,72.9010719,14.61018709,11.55947062,9.796689695,15.07722857,13.75801972,8.0994762,1.136049177,21.47933626
44217,33.59669047,48.32797635,72.9010719,14.61018709,11.55947062,9.796689695,15.07722857,13.75801972,8.0994762,1.136049177,21.45564816
44219,33.80296111,48.55842481,71.98682233,14.30330851,11.25943714,9.187942272,15.42766596,14.06088712,7.747581329,1.136049177,21.44407287
44229,33.85896899,48.48303188,71.79653953,14.96095812,11.70772491,9.695153961,14.95353511,13.36711103,7.112056392,1.135551607,21.46156689
44239,33.92980081,48.54072855,71.56770049,14.2833603,11.49326164,9.31632272,15.54236724,13.64338568,7.289002907,1.135458078,21.44816572
44249,33.98474042,48.69064638,72.12991844,14.45311623,11.92148785,9.691007332,15.59617323,12.99885184,7.469281962,1.135327647,21.47140824
44259,34.06727505,48.95777014,72.88223639,14.36570312,11.70147636,9.652292176,15.35124581,13.59733208,8.214186833,1.13525114,21.47598751
44269,34.13773823,48.94442414,74.31894716,14.7439095,11.85014963,9.692266224,16.46878849,13.80495929,7.758874024,1.135098488,21.50157069
44279,34.1844358,48.87734558,71.81798994,14.49648915,11.53261364,9.441291494,15.67100946,13.55735215,7.119234041,1.134997005,21.54463663
44289,34.26152614,49.12725569,72.02048485,14.27178135,11.6295694,8.983642479,15.52037891,13.62173226,7.993380458,1.13488142,21.56551913
44299,34.31640429,48.91779686,71.50700451,14.5365165,11.63168537,9.035690299,15.59936145,13.99530426,6.70844664,1.134781332,21.55405452
44309,34.4047422,49.16301372,73.00633003,14.25934445,12.25334841,9.367133409,15.91207892,13.70499459,7.509430258,1.134696983,21.55077088
44319,34.46719049,49.4701929,77.71917484,16.61082889,13.78789848,8.432093332,17.73806773,13.87152781,7.278758593,1.134539458,21.53533377
44329,34.5178094,50.3151744,84.98367852,17.49198677,15.23692347,7.776246715,18.58071876,16.59889879,9.298904015,1.134442759,21.52607953
44339,34.56990075,50.93630478,83.52849106,18.08104732,15.24723203,7.211562464,17.91692377,15.73309774,9.338627727,1.134323319,21.51887986
44349,34.63320291,51.08815512,78.6140588,17.38005335,14.07028758,7.985489842,16.32530861,14.72586319,8.127056223,1.13424288,21.52238832
44359,34.68173103,50.976153,78.13924083,15.79551486,12.93732712,9.562377695,16.24373682,15.16900939,8.431274934,1.134152135,21.54820836
44369,34.72750536,50.78490407,75.9140901,15.39729147,11.61791329,9.93229313,16.17144269,15.07339781,7.721751717,1.134034038,21.54564305
44379,34.79068567,50.80020049,74.47579495,15.51717004,11.8375768,9.563111594,15.10810712,13.93923593,8.510593464,1.133939941,21.50994594
44389,34.8373965,50.7316985,76.23668738,15.60752696,13.02356031,9.608310723,15.35601421,14.1890534,8.452221768,1.133834828,21.49049297
44399,34.91851082,51.10315894,84.39468662,16.12953175,15.08340047,8.630417713,18.44755831,16.50725598,9.596522402,1.133700682,21.49065661
44409,34.97744045,51.61906416,88.42396682,17.69660671,15.88657993,7.668134263,20.16666028,18.26710969,8.738875948,1.133604656,21.46531832
44419,35.04904392,52.31613472,89.48350472,18.2448827,16.27060459,7.4968804,19.72233158,17.27052907,10.47827638,1.133440477,21.47761024
44429,35.09491032,52.88429983,82.8838299,16.27599408,13.29072242,8.856617619,15.91338236,15.66260735,12.88450607,1.133369489,21.52759127
44439,35.14893665,52.35777162,79.37485319,14.63379498,11.2741944,10.35898766,15.61119875,14.82874343,12.66793398,1.133306211,21.52193251
44449,35.20677481,52.36006672,80.1408827,14.08954657,11.8881313,10.56769154,15.19941719,14.40969344,13.98640265,1.133175204,21.55499112
44459,35.26022718,51.7929093,75.58093057,12.91304153,10.42346094,10.7824544,15.77202824,13.15257781,12.53736764,1.133099722,21.53791845
44469,35.33711016,51.5540075,75.96495703,13.14941206,10.64694794,10.4640129,15.3489725,13.65477154,12.70084008,1.133005498,21.54421914
44479,35.39306462,51.58644627,75.6203007,13.17587273,10.38213738,10.00513488,15.37445269,12.90718783,13.77551519,1.132882019,21.59245389
44489,35.43448314,51.26737926,76.3768456,13.45548269,10.98217128,9.553228909,15.50016148,13.63231301,13.25348823,1.132774463,21.60550782
44499,35.51234676,51.52372472,76.03482169,13.28451885,10.4672045,9.649821254,14.48084407,13.27293963,14.87949339,1.13264959,21.59526727
44509,35.54756469,51.02676752,75.78436698,13.3433126,10.83051383,10.08505781,14.62419457,13.50835659,13.39293158,1.132583444,21.60727546
44519,35.59455805,51.08087645,74.59759716,13.41319988,10.45796908,9.755328671,14.00623757,13.19662857,13.76823339,1.132522499,21.61599008
44529,35.65099671,51.16277483,75.83461143,12.77862724,10.59904706,10.01930988,14.73130903,13.25963168,14.44668655,1.132377793,21.57948846
44539,35.71260582,50.96798336,74.10959621,12.93319248,10.91827714,9.631199869,14.51285388,12.73531324,13.3787596,1.132274447,21.60530354
44549,35.75909425,51.22592402,73.71783612,12.71239309,10.95031732,9.612116912,14.01558082,11.87564151,14.55178647,1.132165575,21.60366014
44559,35.82652159,50.82612541,73.57913164,13.36306325,11.1120264,9.725513069,13.97470992,12.65076434,12.75305466,1.132090157,21.62243287
44569,35.8886632,50.93119211,74.06132552,13.22911594,10.46745352,10.09857698,14.15883415,13.02418396,13.08316098,1.131959654,21.63293418
44579,35.93527938,51.04201868,74.23949389,13.35791331,10.49817628,9.66541365,13.76514103,13.34414847,13.60870116,1.131840685,21.61146348
44589,35.99482323,51.06868699,73.58345589,12.91038296,10.40591495,9.310708847,14.34132166,12.96973067,13.64539681,1.13178678,21.59333718
44599,36.03763019,50.77238557,71.2921753,12.78826931,10.80267507,9.133346045,13.97479173,12.22146799,12.37162515,1.131649844,21.59014033
44609,36.09727234,51.12192953,73.00414299,12.89061185,10.33026526,9.274596678,14.29006312,12.72398918,13.49461689,1.131575999,21.63558242
44619,36.14823249,51.10950361,72.75050751,12.92786228,10.22885184,8.90807782,14.30120192,12.50352621,13.88098744,1.13145341,21.62055195
44629,36.19716456,50.79550249,71.35886284,12.72273619,10.17040621,8.887791466,14.35693661,13.2442426,11.97674976,1.131346425,21.63819463
44639,36.25742008,51.28142312,73.33451495,12.72042018,10.43843256,9.518449952,13.90440382,12.69711645,14.05569199,1.131284384,21.62836659
44649,36.30974533,50.95240222,70.04531884,12.28704487,10.08475111,9.427480339,13.77209824,12.18621221,12.28773207,1.131159606,21.59958061
44659,36.36172165,51.12348456,73.01322641,12.83243604,10.69501755,9.198705547,14.14730681,13.2085155,12.93124496,1.131108874,21.61597159
44669,36.41803167,51.37717352,72.79633263,12.88152709,10.82105433,8.867593358,13.65914396,12.5314907,14.03552319,1.130963502,21.63328992
44679,36.47389623,51.35981848,72.79694882,13.00892696,10.86747735,8.882075129,13.87501371,12.72584337,13.4376123,1.130849585,21.66278859
44689,36.55244305,51.39806614,72.66519077,13.12571611,9.855082621,9.248843081,14.05209349,12.4910298,13.89242566,1.130771444,21.69341255
44699,36.59719082,51.29283001,71.3530182,13.20383605,10.46218538,9.006102698,13.82272911,12.04221623,12.81594874,1.130637879,21.69405248
44709,36.6556776,51.4432048,72.88392464,13.16380147,8.968988137,8.982796802,14.99531285,13.58718691,13.18583847,1.130523035,21.68639423
44719,36.6952779,51.76972877,73.56616073,13.64660932,8.594336824,9.951292186,15.45353238,13.19359854,12.72679149,1.13043966,21.71100249
44729,36.75407373,52.00151888,73.10496071,12.85139937,9.818541511,8.761145997,14.53599002,13.19639577,13.94148804,1.130365654,21.73502416
44739,36.81091869,51.84860204,73.19838571,13.25053128,10.07788279,9.025600548,14.23920308,12.76583873,13.83932927,1.130278381,21.74908852
44749,36.84895993,51.78916986,73.11509216,13.03477794,10.62200868,8.844903537,14.02807043,12.80867486,13.77665671,1.130164816,21.73710346
44759,36.88675114,51.54280818,70.97022894,12.49259143,10.44565747,9.24799579,13.91357578,12.18102673,12.68938174,1.130085271,21.70638892
44769,36.93918624,51.57592447,71.17977961,13.16350495,9.843738069,8.876261114,13.71707629,12.89415572,12.68504347,1.13002317,21.71652186
44779,37.00958939,51.89748791,71.75426749,12.72940682,10.12999992,8.977904217,13.82107934,12.23071589,13.86516131,1.129882983,21.7434251
44789,37.05239257,51.7346747,71.7552043,13.58725221,10.29867418,8.937137384,13.73686882,12.08294841,13.1123233,1.129794776,21.72915689
44799,37.10274246,51.83805849,70.59214293,12.66035306,9.893856517,9.173482597,14.03961015,11.68004107,13.14479954,1.129725853,21.76182866
44809,37.14219811,51.76247684,70.57071816,12.72036767,10.6059417,8.96484511,13.55340262,12.17758263,12.54857843,1.129620737,21.75231097
44819,37.19249078,51.82207614,71.48475443,12.84170347,10.75877318,9.39485995,13.54645784,12.15838664,12.78457335,1.129529134,21.75748989
44829,37.24165882,52.11022024,73.15370544,12.9969691,10.47128514,9.374015415,13.68278702,12.73848613,13.89016263,1.12945318,21.71483998
44839,37.29867676,52.29492789,72.83663762,12.46707444,10.17855999,8.870080105,14.21082749,12.80738332,14.30271227,1.129347791,21.68416676
44849,37.35860759,52.21236862,71.3282274,12.74136977,10.32547314,8.886390466,13.56716574,12.10416585,13.70366244,1.1292486,21.69520225
44859,37.41291959,52.34882661,72.57825132,12.32629835,10.74593141,9.351365723,13.54218,12.69809195,13.9143839,1.129134557,21.69510359
44869,37.46005665,52.31420329,72.04585085,12.81113422,10.07906231,9.038021367,14.13715158,12.24586771,13.73461365,1.128998278,21.66216508
44879,37.51500547,52.16714418,67.09339312,12.14922477,9.909711379,9.063525724,12.85655231,11.23814165,11.87623729,1.061153723,21.63092594
44889,37.57326917,52.15211765,67.34385132,11.75397845,10.43065426,8.492366758,12.8311148,11.57749216,12.25824489,1.06101977,21.62088612
44899,37.63353316,52.46612167,72.18421264,12.12708052,10.64900889,8.924644028,13.50335786,12.30699288,14.67312846,1.128621171,21.60151278
44909,37.68611715,52.11026604,70.80963437,12.44757428,9.945845322,8.632218507,13.55956713,12.71557262,13.50885652,1.128541578,21.59782359
44919,37.7442327,52.25017255,70.87064727,12.79144199,9.600384228,8.89808672,14.0501246,11.82203552,13.70857422,1.128402012,21.59694389
44929,37.82023738,52.40974549,70.63732922,11.9310498,10.47115192,8.746291675,13.25113779,11.59460402,14.64309401,1.128267933,21.61554505
44939,37.85768579,51.89679279,67.82471184,12.66596074,9.47868154,8.647192191,12.80884637,11.84611584,12.37791515,1.128252058,21.66570729
44949,37.9255572,51.97448309,68.67633009,12.09806972,10.46654204,8.632385395,12.82149594,11.9793995,12.67843748,1.128109471,21.63153518
44959,37.97834797,52.11939962,67.75435998,12.03001485,9.613430337,8.448054817,12.94492316,11.76126996,12.95666686,1.127992513,21.65702935
44969,38.03078582,52.01603389,70.57567933,13.17036828,11.09920015,8.550289059,13.49126913,12.07074891,12.19380381,1.127916302,21.64961078
44979,38.10306473,52.12907009,68.3586646,12.2202611,9.968448179,8.341210549,13.17058404,12.25682701,12.40133373,1.127780041,21.65333165
44989,38.15327964,52.38878836,69.95503651,12.12368881,10.65049274,8.35791761,13.69721669,11.69000334,13.43571732,1.127658851,21.67620912
44999,38.20076432,52.36111648,68.46362044,12.21105872,10.03267185,8.472901362,12.66027953,11.92146548,13.16524349,1.127565644,21.68921281
45009,38.27183493,52.50245535,69.93114459,12.08054122,10.46573024,8.480085256,13.38990165,11.93845288,13.57643335,1.127459794,21.72920722
45019,38.32557652,52.6050465,69.54639866,11.93178587,10.48057,8.457623617,13.18866191,11.70102155,13.78673572,1.127324157,21.71430216
45056,38.36720053,52.58432653,70.02290273,12.18344027,10.21820027,8.472121848,13.3534658,12.04533663,13.75033792,1.127237641,21.70804472
45059,38.58045567,52.50711699,68.15773088,12.30747519,10.58212017,8.25498973,13.12182053,11.83574529,12.05557998,1.126842026,21.7176948
45069,38.61375949,52.58341326,68.96963173,12.31622498,10.60526537,7.782777666,13.73260219,12.24981254,12.28294898,1.126794108,21.77888211
45079,38.69642275,52.83318875,68.48992923,12.11490029,9.568072253,7.748930172,13.73172567,12.10201422,13.22428662,1.126652104,21.80514743
45089,38.75028555,52.70165629,67.98625323,12.22679347,10.27686601,8.38912151,13.16882212,11.46351816,12.46113196,1.126520534,21.8524593
45099,38.80126233,52.78776271,67.95043249,11.63850772,10.11204934,8.193407142,12.9774834,11.96425649,13.06472839,1.1264358,21.90804849
45109,38.85305483,52.93867287,68.76184813,12.32788682,10.14926555,8.162085749,13.46593447,11.27763341,13.37904213,1.12635813,21.92448303
45119,38.93046941,52.96033864,67.43704291,11.57435697,9.858824202,7.75646392,13.08150393,11.40734512,13.75854876,1.126273854,21.95678901
45129,38.97963454,53.05204055,67.36333629,12.13405697,9.588284883,8.233887898,12.27005796,10.90854674,14.22850184,1.126171417,21.9685571
45139,39.03024862,52.97852711,68.9216627,12.38606021,9.756276733,8.043752256,12.98540596,12.27882062,13.47134693,1.126023916,21.96092947
45149,39.08841824,52.77998778,67.77583277,12.02496473,9.974958609,8.176790772,13.55957925,11.88469809,12.15484132,1.125950088,21.97897448
45159,39.15769499,53.17141768,68.99140612,12.08088343,10.35083892,8.251816972,12.57276362,11.64437235,14.09073083,1.125849129,22.0007237
45169,39.21252663,53.12810886,67.38939318,11.81219688,9.65288897,7.869257481,13.41436325,11.16427108,13.47641551,1.125753741,22.01779918
45179,39.26477416,53.30313425,68.53899594,11.96376899,9.929365174,8.066781656,13.04002064,11.73084447,13.80821501,1.125633933,21.96942913
45189,39.32495817,53.44656361,69.88807179,12.13023297,10.34739159,8.032847779,13.30083508,11.57763566,14.49912871,1.125586901,21.94417398
45199,39.39639479,53.26629413,69.09175643,11.78201537,10.11330547,8.256291294,13.63811894,11.8629651,13.43906024,1.125484575,21.91271481
45209,39.4576499,53.26196376,67.94437634,11.47489231,10.40026955,8.017829401,12.71945187,12.16178597,13.17014723,1.125387251,21.86245613
45219,39.49670364,53.51414392,69.25763129,11.6798211,9.941741184,8.15904865,13.03218131,12.15527932,14.28955972,1.125293158,21.83380996
45229,39.55738158,53.39168986,67.32808147,11.88911364,9.852640745,7.915642241,12.44378947,11.79628431,13.43061106,1.125190897,21.80291952
45239,39.62380414,53.46085276,67.4148989,11.71556871,10.24320305,7.929760423,12.57755897,11.53095989,13.41784786,1.125061438,21.84301909
45249,39.67440984,53.71190682,68.27306544,11.82731622,10.34110619,7.990298591,12.91711177,11.15211543,14.04511724,1.125022582,21.8569464
45259,39.74286308,53.35957846,66.65943486,11.64213046,9.719471559,8.000644385,13.00533589,12.05761872,12.23423386,1.124937081,21.83528986
45269,39.78806341,53.58446181,66.685359,11.84137408,9.307976377,7.638668861,13.08979964,11.76837121,13.03916884,1.124827493,21.82182114
45279,39.83691533,53.59394268,68.21699267,11.97688739,10.06309549,8.177369056,13.01414738,11.72905261,13.25644075,1.124741221,21.83457303
45289,39.90318729,53.77512576,68.05625857,11.70433019,10.16318369,8.371985566,13.13074892,11.13339369,13.55261653,1.124631873,21.82575343
45299,39.97795263,53.57405693,66.63420684,11.65350089,10.04492832,8.056951956,13.04812233,11.29419427,12.53650907,1.124517823,21.80682074
45309,40.02782372,53.92346093,70.42242395,12.18506464,10.43368228,8.433211721,13.26040307,11.7727019,14.33736034,1.169442419,21.86656693
45319,40.06627455,53.76007798,67.4332178,11.5347372,10.02023803,8.700301676,12.75484103,11.86774541,12.55535446,1.124337577,21.856505
45329,40.1012702,53.95814919,67.68391854,12.06846093,9.756899979,7.866385779,13.01244106,11.78821911,13.19151168,1.124260875,21.841942
45339,40.15534216,54.36509413,71.3984327,11.96916686,10.00641249,9.088820006,13.20041285,12.26752479,14.8660957,1.124200987,21.82163031
45349,40.20301131,54.15507495,68.7211667,11.79499576,10.31694965,8.251775441,12.71045287,12.12277233,13.52422065,1.124134787,21.80604445
45359,40.24491527,54.36260197,69.56236532,12.49902368,9.838639505,8.281709837,13.0634116,11.84500237,14.03457833,1.124050885,21.80833316
45369,40.29635627,54.19198946,69.48100149,11.43984281,10.4161345,9.329282107,13.05973265,12.30827396,12.92773546,1.123984641,21.7749158
45379,40.3443819,54.5169132,70.30953602,11.73918558,10.38266003,8.724791799,13.58720069,11.7267548,14.14894312,1.123908824,21.79461949
45389,40.38050444,54.5096886,70.45944141,12.52678561,10.47901495,9.126620899,12.91607852,11.58297437,13.82796706,1.123817431,21.81007827
45399,40.41505273,54.77317195,70.04091776,12.1896087,10.25459646,8.002686958,13.07664164,11.75226728,14.76511672,1.123773391,21.79883052
45409,40.45325071,54.75635844,70.08898318,11.89054224,10.17037343,8.328797913,13.3892177,11.96690782,14.34314408,1.12370468,21.79396491
45419,40.51192713,54.77474694,69.57418985,12.00945003,10.33837481,9.002244186,12.71497098,11.31418682,14.19496302,1.123639141,21.79259329
45429,40.52974194,54.63753534,68.68114367,12.21815836,9.939439506,7.814299002,13.20980699,11.99526655,13.50417327,1.123561524,21.75906783
45439,40.56437943,54.60022772,69.19753233,12.56839306,10.36961083,8.457978509,13.01337746,11.48583392,13.30233854,1.123533977,21.74522582
45449,40.62240569,55.06778576,70.82583651,12.47580783,9.947912228,9.050681874,13.04331103,11.52442902,14.78369453,1.123447751,21.71914512
