Timestamp,exp_inlet,exp_outlet,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate
53608,57.73339189,65.67551561,55.77074582,10.09509001,8.388365164,5.882553311,10.55459529,10.44315886,10.40698318,1.585521349
53618,57.82947191,65.72411406,56.29837675,9.949799371,8.552689813,6.4402352,10.72307252,10.23624821,10.39633165,1.585471276
53628,57.93631272,65.85010442,56.23516502,9.81392458,8.13136695,5.663652211,11.13437219,10.0307011,11.46114799,1.585412959
53638,58.09565019,65.18152836,47.70185968,8.838904397,7.245368198,4.840353813,8.887701876,9.100570433,8.788960963,1.585268159
53648,58.18758872,64.9283438,49.03953639,8.480674318,7.240736114,5.882501921,9.970627891,8.475123422,8.989872726,1.584977324
53658,58.24249353,65.10043142,50.5399625,8.745157305,7.77837698,5.014384147,10.03207318,9.468050493,9.501920396,1.584823444
53668,58.28540605,65.48442909,54.4107575,9.985629637,8.655314159,5.754104174,10.71116084,9.916085544,9.388463148,1.584682004
53678,58.33472994,65.63901445,53.55163215,9.522964908,8.431041538,5.921533608,10.37125287,9.768217425,9.536621799,1.584638267
53688,58.36658047,65.75492129,54.29612626,9.873453205,8.189000374,6.124575672,10.92593228,10.08764721,9.095517525,1.584565167
53698,58.3889871,65.95523777,55.08828436,9.997289272,9.011513889,5.972374585,10.34319592,9.64653097,10.11737973,1.584500148
53708,58.40554305,65.93458005,55.45936569,9.964613085,9.14512974,6.41960291,10.90798715,9.802835061,9.219197749,1.584434218
53718,58.44858932,66.03778561,54.05260861,9.649716861,8.365622788,6.057783446,10.26302756,10.14500137,9.571456584,1.584321704
53728,58.46956011,66.10197407,55.64049189,9.704728135,9.062264006,6.37771279,10.73537015,10.19291126,9.567505546,1.584215599
53738,58.49098758,66.11399765,55.35875239,9.657082872,8.888418179,6.172281938,10.84574601,10.1432172,9.652006193,1.584139219
53748,58.52632882,66.20149337,54.92730482,10.42530485,8.191262635,6.247981746,10.18209493,9.918504094,9.962156565,1.583994861
53758,58.54842832,66.22295794,54.61711695,10.3594202,8.243744123,5.732020118,10.80565272,9.910223379,9.56605641,1.583890277
53768,58.57594621,66.38941475,55.81475102,10.08174655,8.222086418,6.452185967,10.39888116,10.27077993,10.38907099,1.583892855
53778,58.61609578,66.30793034,57.06060109,10.52942281,9.353781777,6.159624477,10.92779287,10.45779788,9.632181275,1.583700452
53788,58.65421809,66.33808197,55.60362845,9.690830851,8.935640701,6.184923443,11.0591796,10.18845123,9.544602623,1.583586487
53798,58.69415293,66.37867796,55.62282408,10.26797843,8.322795214,6.152445909,10.77394006,10.51305989,9.592604571,1.583476992
53808,58.72871333,66.52070901,56.42709804,10.43533822,8.433251048,6.579008253,10.57706667,10.06559602,10.33683782,1.583407923
53818,58.77286528,66.51935865,55.61237034,10.14983796,8.477185447,6.080676258,10.69716141,10.16407907,10.04343019,1.58332143
53828,58.80872166,66.44501327,56.05074167,10.57267119,8.483096758,6.599036808,10.58164088,10.30381965,9.510476373,1.583159564
53838,58.84809802,66.56140953,55.9023575,9.622620576,8.450605781,6.909995149,10.65139432,10.31592971,9.951811963,1.583076985
53848,58.87698604,66.63456371,56.55631961,10.23133556,8.67057809,6.531610394,10.97925579,10.1882566,9.955283185,1.583000813
53858,58.92026584,66.68091337,57.02007788,10.0541864,9.219125959,6.471837264,10.53986012,10.28235341,10.45271473,1.582892138
53868,58.95955707,66.74053008,56.91661631,10.01405043,8.475413453,6.757963576,11.04600945,10.3157554,10.30742401,1.582769577
53878,58.99531274,66.76399762,55.36525033,9.221149316,8.714383772,6.614895028,10.60449001,10.25049153,9.959840682,1.582729939
53888,59.03521366,66.79248281,56.26196822,9.944003721,8.824223147,6.449670558,10.80624734,9.790963492,10.44685996,1.582593641
53898,59.06500013,66.75169146,55.21961819,10.05501267,8.553812226,6.251666724,10.70012924,10.05960273,9.599394597,1.582509997
53908,59.12142655,66.91460779,55.71374907,9.310724959,8.753182968,5.981395214,11.18860528,10.23248357,10.24735708,1.582395877
53918,59.17187736,66.94587991,55.33956348,9.7633649,8.417673746,6.195318631,10.49295672,10.10745821,10.36279127,1.582273732
53928,59.21913332,67.00405276,56.78168669,10.02577374,8.896709279,6.726390273,10.73235419,9.940859711,10.45959949,1.582163732
53938,59.2551801,67.01845268,55.71742464,9.928861201,8.848586918,6.492569334,10.28971918,10.04840364,10.10928437,1.582125986
53948,59.27929741,66.94687374,55.8287845,9.799951078,8.749452271,6.514742938,10.94198113,10.20381974,9.618837339,1.581983931
53958,59.31676561,67.0823657,56.68103856,10.21975071,8.598727881,6.338380755,10.84014291,10.53961912,10.14441719,1.581880212
53968,59.35334902,66.97663585,55.3440036,10.46897995,8.454221319,6.436072537,10.79792085,9.89161033,9.295198604,1.581843764
53978,59.38351149,67.05811361,55.78907334,9.905611668,8.403157065,6.745208122,10.64605735,10.51834254,9.570696598,1.581767151
53988,59.43143232,67.12437268,55.53439384,9.924667019,9.026203307,6.08951812,10.75748399,9.63700444,10.09951696,1.58170692
53998,59.45054979,67.18261558,56.12000298,10.32983576,8.174407721,6.195600805,10.78132773,10.36881419,10.27001677,1.58164024
54008,59.49738034,67.23544029,55.86998567,9.775753515,8.957032641,6.385078256,10.42326522,9.967757113,10.36109892,1.581539301
54018,59.51288449,67.17724816,55.31242988,9.94867493,8.317171797,6.351641514,10.92790174,9.801876064,9.965163838,1.581490582
54028,59.55874149,67.1468378,55.5642286,9.974603248,8.565681227,6.23312611,10.82217397,10.55638611,9.412257936,1.581431264
54038,59.58534871,67.26869712,56.629045,10.94814122,8.676210323,5.84266899,10.77280201,10.35035746,10.03886499,1.581400523
54048,59.60669046,67.23566619,54.22208774,9.870113477,8.216132072,6.134466415,10.62216816,9.856001192,9.523206415,1.581307235
54058,59.63960296,67.27971489,55.77362342,9.953944336,8.807534623,6.499830173,10.77718023,10.04833679,9.686797261,1.58127093
54068,59.66871462,67.35647127,55.36940351,9.854133544,8.273953986,6.356631868,11.02348713,9.96403961,9.89715737,1.581160096
54078,59.68819644,67.33335722,54.65565331,9.512747405,8.077404121,6.412186545,10.92186264,10.27082065,9.460631953,1.581064064
54088,59.72617427,67.41385266,56.11499097,10.2723484,8.176203271,6.131068221,11.08495125,10.2427915,10.20762833,1.580992516
54098,59.75622847,67.39018917,55.4642369,9.640163711,8.348312134,6.175327089,10.84841624,10.25933914,10.19267859,1.580923161
54108,59.7969377,67.39514547,55.83136217,9.7614438,8.767616946,6.315650457,10.73799133,10.50408156,9.744578079,1.580815866
54118,59.83912512,67.60725366,56.95298616,10.14211363,8.725020398,6.162533571,10.84466867,10.44986796,10.62878193,1.580705988
54128,59.8568748,67.60427373,56.77897541,10.36129628,8.328990257,5.85866181,10.95218928,10.96989681,10.30794097,1.580682926
54138,59.9074131,67.69907086,56.86247397,9.964620092,8.253017766,6.834632583,11.09872986,9.965193179,10.7462805,1.580541308
54148,59.93763467,67.67624518,56.14662558,10.35923785,8.091319664,6.268804726,10.82917324,10.48045982,10.11763029,1.580483807
54158,59.96154262,67.66674901,55.86358286,10.29246927,8.414256814,6.455259502,10.60243992,10.1015829,9.997574461,1.580378997
54168,59.9975501,67.67578181,55.92989527,10.22809454,8.49538213,6.326639184,10.7595727,10.27444047,9.845766253,1.580268059
54178,60.01767503,67.85600685,57.61047436,10.38680706,8.85305134,6.365118127,10.81354262,10.26799349,10.92396172,1.580206953
54188,60.05331085,67.79882461,56.49155212,10.21329859,8.860730659,6.213524079,11.06838517,9.83177572,10.3038379,1.580097485
54198,60.10224051,67.76430917,55.4901131,9.702422418,8.609305277,6.352092662,10.91871504,10.211169,9.696408694,1.579945756
54208,60.11997784,67.66773307,54.68884072,10.22261407,8.134373144,5.965003384,11.13090123,10.24074711,8.995201784,1.579905336
54218,60.15808853,67.86393708,55.76570475,9.861133166,8.470022121,6.210307347,11.12848317,10.41367265,9.682086291,1.579801407
54228,60.19627005,67.90725939,55.912205,9.826821053,8.611523541,6.300207119,10.99515511,10.15557071,10.02292746,1.579690525
54238,60.24336425,67.96802431,56.28167814,10.05274193,8.709844864,6.186096178,11.19813787,9.705081037,10.42977627,1.57958288
54248,60.27223491,67.96106649,55.29212605,9.569096968,8.594187808,6.401166751,10.67735579,9.988806549,10.06151218,1.579499192
54258,60.30741484,67.8440811,55.03037398,10.25020109,8.235360657,6.217960751,11.04373082,10.02642557,9.256695097,1.579381506
54268,60.33823876,67.9658828,54.93234309,9.976652766,8.431792842,6.127105278,10.66839012,10.01582653,9.712575557,1.57931888
54278,60.38613974,67.97712576,55.07747651,9.721174731,8.802785974,5.856182494,11.18245574,9.918359662,9.59651791,1.579166678
54288,60.42008687,68.03371849,55.19374524,10.00487139,8.585371071,5.907645044,11.03261146,9.724127244,9.939119025,1.579119454
54298,60.45807617,67.97115991,55.38095079,10.18719065,8.604716321,6.154182137,10.91672293,10.22849412,9.289644641,1.579016026
54308,60.49246608,68.08329932,55.6850785,9.895704806,8.585194325,6.120600082,10.86693173,10.33809027,9.878557285,1.578924593
54318,60.54365561,68.13853922,55.77011119,10.04682497,8.987142754,5.830712865,10.9266023,10.35901059,9.619817717,1.578720727
54328,60.60230558,68.29652985,56.44867335,9.717614358,9.430673147,6.14645428,11.04976013,9.948914882,10.15525655,1.567758977
54338,60.64089695,68.51183748,56.64683802,9.926912244,9.104547295,6.088754867,10.62260851,10.4052908,10.4987243,1.567657448
54348,60.6824928,68.53127392,57.41612974,10.28698043,9.131772643,5.809827439,11.48309946,10.90370865,9.800741115,1.567522393
54358,60.70874987,68.51242749,57.17129938,10.42208576,9.286297014,6.003235751,11.19701594,10.66067111,9.601993805,1.567423887
54368,60.76174662,68.65622365,56.94856078,10.46727152,9.251005682,5.849969134,11.01484368,10.34742669,10.01804407,1.56731942
54378,60.79142203,68.77149786,57.7132207,9.987745339,9.120388216,6.141519531,10.78296687,10.90887919,10.77172155,1.567228213
54388,60.83596167,68.7412091,56.56041488,10.26414092,8.609183565,5.908663703,11.02681354,10.48776767,10.26384549,1.567125654
54398,60.86537373,68.70642855,57.59205475,10.06183928,8.979129741,6.406972181,11.28250837,10.91438895,9.947216224,1.567064328
54408,60.88652109,68.78116946,57.50458408,10.17133474,8.899977197,5.725343837,11.27583625,10.6372385,10.79485356,1.566979448
54418,60.93956685,68.82494153,57.54364365,10.4105994,8.81322028,5.878475583,11.06067614,11.07843594,10.30223631,1.566831708
54428,60.98287795,68.90753452,57.1683415,9.993416854,9.161481836,5.799609291,11.14526163,10.56938671,10.49918517,1.566764538
54438,61.01998765,68.90346144,57.56710218,10.55313555,8.503904974,6.099588314,11.57995126,10.29091945,10.53960263,1.566665671
54448,61.05570718,68.8202443,56.97749886,9.773798557,8.557786189,6.548062251,11.22215391,10.99660347,9.879094481,1.566647297
54458,61.09704717,68.86872626,56.14828838,9.727224601,8.777314002,5.580193833,10.98867814,10.770271,10.30460681,1.566490754
54468,61.13086761,68.88380741,56.41212924,10.01447762,8.837795491,6.234788862,11.0104114,9.938306345,10.37634953,1.566395326
54478,61.16294186,68.88339852,55.20320263,9.944034102,8.325534056,5.866678413,11.12728084,9.794950387,10.14472483,1.566260954
54488,61.19271822,68.95870383,56.42474652,9.840322415,8.569762665,5.773663515,10.95274536,11.09032275,10.19792982,1.566182702
54498,61.23866294,68.97128708,56.16102658,9.995037711,8.408025693,5.646394764,10.97891123,10.90715334,10.22550384,1.566085824
54508,61.29366049,68.88351579,56.00280624,9.770743998,8.936731446,6.243671148,10.79982655,10.6970693,9.554763797,1.565984947
54518,61.32646517,69.00164445,56.4689462,10.03076906,8.918852974,6.050962559,11.11897319,10.20679009,10.14259833,1.565882668
54528,61.36022514,68.92578705,54.60416916,9.843573945,8.435651565,5.761628925,10.7441659,10.15634733,9.662801489,1.565811355
54538,61.41032677,68.94791579,54.58234759,9.728251235,8.400321425,5.762279769,10.99298919,10.07252771,9.625978271,1.565658602
54548,61.43889731,68.96913154,54.64737171,9.577818078,8.48243035,6.129083055,10.7121123,9.942627978,9.803299951,1.565612985
54558,61.48320906,69.06355279,55.29656197,9.652926507,8.521376409,6.047360681,10.72251123,10.40655689,9.945830261,1.56550761
54568,61.52449425,69.05875813,53.84041473,9.294479408,8.61736414,5.884607095,10.39155672,10.06570717,9.586700194,1.56540236
54578,61.56428472,69.13787662,56.16522762,9.457123808,9.273651606,5.809964378,11.217933,10.44426026,9.962294567,1.565288384
54588,61.59529554,69.15002623,54.6694658,9.477770933,8.606026608,6.239280772,10.78377251,9.947564637,9.615050346,1.565229557
54598,61.63374143,69.19553089,54.50895517,9.373392538,8.160809945,5.757591349,10.65838569,10.56575097,9.993024671,1.565041463
54608,61.68637904,69.10330459,54.89183738,9.926607129,8.639687317,6.259281906,10.49018938,10.17164564,9.404426016,1.564993179
54618,61.71424482,69.11820315,53.88791802,9.284544801,8.520654094,6.191753113,10.55584284,10.40493224,8.930190934,1.564865222
54628,61.7683272,69.20164393,53.61700868,9.351610423,8.393358035,5.633889954,10.537906,10.28198869,9.418255582,1.564797903
54638,61.80718502,69.31117591,55.44494048,9.830206809,8.369657803,6.11658756,10.83095002,10.45561216,9.841926129,1.564671167
54648,61.83133932,69.34589845,55.22484272,10.056445,8.310806291,6.136087516,10.6852543,10.05576464,9.980484974,1.564597975
54658,61.872988,69.32741816,56.46928197,10.14137567,8.843488712,6.259683183,10.97958343,10.24779069,9.997360279,1.586236256
54668,61.9297932,69.3723313,54.22574112,9.890088526,8.374271608,5.70430851,10.69346143,9.54981672,10.01379432,1.586138143
54678,61.96495099,69.41596659,55.29808247,9.584728284,8.596865418,6.088565984,10.55862726,10.51539795,9.953897565,1.586041471
54688,62.00978215,69.3558552,54.44689035,9.866375525,8.103056232,5.952403502,11.18394097,9.618562821,9.722551294,1.585910385
54698,62.04498386,69.44473656,56.02720599,10.05170945,8.719167137,5.996665218,10.66173055,10.68616119,9.911772447,1.585817008
54708,62.08178129,69.41869932,53.88500638,9.780660058,8.320801689,5.565426143,10.59041974,9.995806995,9.631891755,1.585739271
54718,62.12471941,69.53925748,55.04529569,9.717344268,8.249088586,5.996796966,11.12460213,9.643231588,10.31423215,1.585580381
54728,62.17142717,69.49345016,55.08867099,9.800489044,8.421403115,6.025238667,10.86630503,10.28038384,9.694851297,1.585526638
54738,62.21058184,69.64540365,55.26632816,9.903520358,8.381530467,5.650097802,10.69068965,10.47923304,10.16125684,1.585377125
54748,62.24662563,69.46388574,54.5925176,10.43197568,8.542277343,5.874411095,10.62110686,10.20945671,8.913289906,1.58533477
54758,62.29513328,69.5592239,53.41145315,10.13297498,8.13058503,5.558159174,10.12868525,10.24976418,9.211284534,1.585164088
54768,62.33235317,69.75100735,55.94143172,10.19437897,8.622585048,6.00848012,10.63323323,10.23478591,10.24796844,1.5851065
54778,62.37410869,69.64919844,52.95228868,9.860598626,8.06156446,5.944567353,9.919766304,9.744497272,9.421294665,1.584978435
54788,62.40163496,69.71974837,54.94216364,9.920694796,8.51164025,6.152863726,10.49040406,10.27190659,9.594654211,1.584898637
54798,62.45674638,69.77010842,54.02098902,9.947242276,8.561038944,5.68002082,10.47623147,9.572983529,9.783471977,1.584775968
54808,62.48338363,69.71616272,54.30229161,9.841359696,8.640968487,6.164615958,10.73162134,9.706116102,9.217610032,1.584687386
54818,62.52794149,69.73102742,53.47951216,9.826318931,8.65327268,5.543919777,10.28047403,10.10524412,9.070282621,1.584609611
54828,62.5562712,69.78497284,53.57412521,9.932624388,8.464108407,5.763674748,10.55451787,9.488978536,9.370221259,1.584522629
54838,62.61304117,69.92217477,54.42149385,10.00272731,7.930738669,5.629273908,10.85829882,10.0920425,9.908412644,1.584410541
54848,62.65730996,69.96627253,54.73039466,9.595786626,8.393160619,5.981093204,10.74200093,10.28071555,9.737637722,1.584282216
54858,62.69507707,69.85468926,54.54232783,9.463919048,8.700373728,6.443849324,10.76559098,10.17772567,8.990869077,1.584183516
54868,62.72884887,70.02294204,54.47595885,9.681303413,8.793014615,5.641990849,11.01044458,9.772821494,9.576383897,1.584077404
54878,62.77726655,70.02105813,54.59376753,9.594131902,8.859846942,5.959380661,10.50923901,10.09117134,9.579997682,1.583995444
54888,62.80722578,70.1779075,56.00823362,9.673213874,8.795945396,6.324287991,11.02900268,10.32052783,9.865255849,1.583928582
54898,62.85297445,70.16294071,54.97388676,9.626482538,8.28576574,6.117903557,10.57483657,10.28770875,10.08118961,1.5837841
54908,62.89266237,70.33408391,55.3692147,9.856050473,8.462043642,5.667305614,10.33543063,10.46941941,10.57896493,1.583708961
54918,62.9232869,70.19391694,55.40361673,9.563450163,8.384476559,6.047479099,11.22922997,10.49514499,9.68383595,1.583521336
54928,62.97672286,70.30973565,55.631859,10.07538522,8.532156808,6.024197906,10.75021219,9.973144897,10.27676198,1.583490248
54938,63.00724361,70.21559932,55.46211986,9.897616673,8.473894438,6.236475252,10.91601421,10.35306235,9.585056946,1.583398539
54948,63.04505692,70.40468739,55.03473278,9.903221794,7.70568612,5.934304235,10.91113821,10.37974882,10.20063359,1.583335909
54958,63.09113082,70.39096499,54.86915653,10.27087911,7.236442939,6.11215372,11.50391326,10.46229144,9.283476061,1.583275965
54968,63.13395248,70.69322259,55.3053445,9.457549938,6.765611474,5.556760718,11.563091,10.80725134,11.15508003,1.5831294
54978,63.16052539,70.69431421,55.83450607,9.331595926,6.356914819,6.010655784,12.41440932,11.28190586,10.43902435,1.583063636
54988,63.21849158,70.83326247,55.63117596,7.914089229,6.042779077,5.39927425,13.05946468,12.34025077,10.87531796,1.582902847
54998,63.24445599,71.0114165,54.16829947,6.907590363,4.365352697,4.554277285,13.41541276,12.81777563,12.10789073,1.582839125
55008,63.27898201,71.13885362,55.6508901,6.478987066,4.346393581,4.555574223,13.31886936,13.85235162,13.09871424,1.582742834
55018,63.32149605,70.89605088,52.62052815,5.496498964,3.414822085,3.285090011,13.58254867,14.41717396,12.42439446,1.582632114
55028,63.36579189,71.01163293,53.07419507,4.367836041,2.447656966,2.766501758,13.56056291,15.81216072,14.11947667,1.582648063
55038,63.39955572,70.845544,50.98022182,3.547646632,1.593001795,1.966611315,13.18761487,15.76817202,14.91717519,1.582518691
55048,63.43200926,70.73312503,48.86638816,2.692299528,0.888786041,1.285536271,11.92840307,15.84987387,16.22148938,1.582415012
55058,63.46656065,70.1150779,44.85782264,2.096176571,0.2885574,0.607419868,11.01572298,15.6989345,15.15101132,1.582379211
55068,63.50150513,69.63391886,41.52486608,1.404527668,-0.289961092,-0.440014731,9.721433668,15.45894701,15.66993356,1.582227219
55078,63.5255897,69.14687229,38.47741286,0.844015412,-0.670748863,-0.962206187,8.473679941,14.73679345,16.0558791,1.582137397
55088,63.56216813,68.77731114,36.05375564,0.55081533,-0.87987477,-1.530562104,7.252269351,13.45472288,17.20638495,1.582115397
55098,63.60608878,67.92848545,30.75001748,0.295803522,-1.015326607,-2.04822046,5.881667154,11.37740166,16.25869221,1.581988161
55108,63.64388554,67.23700255,26.34064015,0.279391135,-1.235822175,-2.241234064,4.669798088,9.724904417,15.14360275,1.581846029
55118,63.68422293,66.50734147,22.11300832,0.040881542,-1.31935289,-2.434310726,3.749519644,8.816631115,13.25963964,1.581765785
55128,63.72064988,66.12869792,19.31736911,-0.035425106,-1.349493164,-2.504734668,2.925858597,7.329997201,12.95116625,1.581630049
55138,63.76688869,65.32441813,14.38435416,-0.057216353,-1.349381033,-2.680447967,2.387853427,5.597062952,10.48648313,1.581509313
55148,63.80534316,64.96439218,12.07570577,-0.171643224,-1.451758619,-2.715104178,2.013021061,4.50306041,9.89813032,1.581475389
55158,63.83914459,64.49946727,9.000011914,-0.219305886,-1.477672377,-2.875089365,1.739017203,3.480838394,8.352223946,1.581377394
55168,63.87806609,64.09392373,6.325065402,-0.223372181,-1.520878187,-2.928361822,1.54720534,2.729608843,6.72086341,1.58126108
55178,63.91430005,63.73746352,3.983562257,-0.258780554,-1.575719635,-3.032305812,1.407404673,2.050603312,5.392360274,1.581163426
55188,63.95978878,63.46140188,2.194944173,-0.290086598,-1.605989167,-3.089982457,1.328100985,1.786736021,4.06616539,1.581038304
55198,63.99160739,63.30603,0.949023022,-0.33368062,-1.624866777,-3.108989299,1.257554374,1.385976257,3.373029087,1.580989444
