Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,Tamb,DNI
36159,-4.826489855,0.685165181,-3.16808689,-2.753097046,1.280693658,0.133271439,-1.004436198,2.046253173,23.25799214,23.66180319,23.74364841,24.70968929,24.33125093,24.55048426,24.22161779,24.49810303,24.65108608,24.67646581,24.69238552,24.66654472,24.54656152,24.54656152,24.81927344,0.99992452
36169,-4.988283759,0.608389202,-3.214468046,-2.706744447,1.267175579,0.117820222,-1.060456269,2.046261435,23.25227691,23.67356128,23.74623507,24.71044163,24.32646444,24.54592948,24.22260128,24.50024007,24.65160774,24.67675673,24.69083069,24.67075794,24.54408348,24.54408348,24.80964453,1.02383124
36179,-4.908752841,0.562320596,-3.195130647,-2.673867158,1.209204738,0.177693494,-0.988973864,2.046235122,23.25719759,23.67661817,23.7437898,24.70197431,24.32030211,24.54346039,24.22405538,24.50838579,24.65283054,24.67498011,24.69620637,24.66644335,24.54830614,24.54830614,24.82032555,0.985372604
36189,-4.837559565,0.594971303,-3.146874329,-2.650757857,1.216965793,0.088848817,-0.94071329,2.046264508,23.25091636,23.66190776,23.73297864,24.70169997,24.3257976,24.52703338,24.21039342,24.49265053,24.63802028,24.67055276,24.68116599,24.64540362,24.53303296,24.53303296,24.87679993,0.996806253
36199,-4.743306291,0.650639909,-3.133377598,-2.643055624,1.292302274,0.050219473,-0.960034725,2.046291445,23.253206,23.65754009,23.73525971,24.70629376,24.33200854,24.53024338,24.21452763,24.50209115,24.65645801,24.67468524,24.680684,24.65530437,24.54062722,24.54062722,24.86639876,0.968741843
36209,-5.014936561,0.552739839,-3.245357155,-2.642986733,1.257507778,0.054081419,-0.990921709,2.046258068,23.25372322,23.66952477,23.7355512,24.71696174,24.32929412,24.54091309,24.22520041,24.50722295,24.65743602,24.67866262,24.6851228,24.6608969,24.54252834,24.54252834,24.69919665,0.978096646
36219,-4.882057411,0.637156085,-3.241406962,-2.615858209,1.346329353,-0.01351996,-0.994757717,2.046211248,23.26671935,23.67601518,23.75212712,24.72094283,24.33373821,24.54789457,24.23541533,24.50497435,24.6658011,24.68956545,24.68795042,24.66603183,24.54720232,24.54720232,24.89949982,0.972899533
36229,-5.032600803,0.606468053,-3.245327365,-2.726002087,1.290329304,0.025108758,-0.983177466,2.046236426,23.25750944,23.66940876,23.74185395,24.71543652,24.32776836,24.55877055,24.233138,24.50777426,24.66190959,24.68936554,24.69236489,24.6686006,24.55115587,24.55115587,24.66698553,0.970820688
36239,-5.20256037,0.60838622,-3.27621144,-2.6332698,1.228517805,0.032834332,-1.162817487,2.046233805,23.26220307,23.66949376,23.74216817,24.72381534,24.33245744,24.55099828,24.23644259,24.50946273,24.6562146,24.69405307,24.69797528,24.67559544,24.53669177,24.53669177,24.78772071,0.99160914
36249,-5.114919451,0.497067646,-3.249174681,-2.619736812,1.149312966,0.073394193,-0.965782764,2.04622733,23.26155506,23.67940918,23.73878629,24.71624679,24.32811733,24.55058177,24.23764167,24.51827647,24.6555674,24.69109871,24.699866,24.67448681,24.55911944,24.55911944,24.63664766,1.003042788
