Timestamp,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out
47130.0,59.96129209,51.637558155893004,53.210409884131472,42.887568147628393,42.487782356720786,36.651810700290547,36.093173401138337,32.929563406953065,32.93246085861432,31.090359057511893,31.073416916196916,30.007307499684291,29.896283513787111
47140.0,59.87320454,51.573462254961285,53.233610620012108,42.902109283092166,42.514337946103204,36.667961414783164,36.122229934720593,32.947010727421876,32.948793825482056,31.100287100610924,31.079108862947759,30.010956865711318,29.894356081658682
47150.0,59.7858708,51.509908036389646,53.208181058707488,42.888010334257267,42.500002660062648,36.6598653851525,36.120575622993194,32.946064297667071,32.948293240334905,31.099879478615843,31.082713259096568,30.012882018129492,29.892041047256782
47160.0,59.68620137,51.437340306406576,53.085793151959976,42.816912487018037,42.418198452721228,36.611748352690711,36.061077649050226,32.910499239659558,32.90871602121797,31.075680718787261,31.056953312002271,29.996580174817893,29.881086167229295
47170.0,59.58057989,51.360236292558525,53.026709991349492,42.78295658883917,42.402716759024287,36.602830571064061,36.039210279694146,32.897512999560206,32.889933979386541,31.064312191681331,31.06698765053574,30.002034139104612,29.868251907854454
47180.0,59.49566508,51.298661793159262,52.999642590734851,42.768106699153186,42.388081714600546,36.59469399866623,36.018350432175836,32.885359420582375,32.907651666038191,31.074649349316498,31.099398670500307,30.020987441801722,29.901247290496837
47190.0,59.40527441,51.232907327465533,52.930986601457874,42.728635864161703,42.322309966415851,36.556237686281165,35.98144431674654,32.863409794228446,32.847136066937715,31.03855612674429,31.020718404734936,29.973944235406158,29.869139455233721
47200.0,59.32216596,51.172396174978743,52.90390761738265,42.713519260816952,42.887922820440124,36.889483699482987,36.13219237269854,32.953916778942613,32.91713308994288,31.081853704216122,31.061116754367898,29.999946766446261,29.877969314162875
47210.0,59.24607035,51.116993708189121,53.030425181107489,42.788712712850298,43.572609715590673,37.293216374840192,36.45438038867627,33.146040426058974,32.945210752059104,31.101654814387366,30.9952973225313,29.964440946813578,29.82149991478656
47220.0,59.18180377,51.070213963166793,52.974474963092106,42.756425381450271,43.730907596056646,37.386582371365336,37.06693929521991,33.507057748554757,33.264165342234094,31.291550463201887,31.081321921535196,30.018088890256049,29.748508251095341
47230.0,59.08811092,51.001966073171253,52.95372777412738,42.745142736111497,43.790456906905156,37.422129666480281,37.602971503211528,33.823021136719703,34.456680824160884,31.995437888165434,32.599585411020207,30.917208816007079,30.406947971784721
47240.0,58.99935269,50.937276193293577,52.653573145962028,42.569225010212172,43.67806964299843,37.355467410088437,37.762137430167932,33.915630573314019,35.016150061134212,32.324054403467002,33.532283364259506,31.467133251963087,31.266056362599734
47250.0,58.9324314,50.888380657938121,52.678804480089035,42.58458654850714,43.522928952555397,37.264488757088024,37.802354449583007,33.939067450102975,35.355252606353538,32.523526630793981,34.075642211450379,31.787847813582687,31.911386847808238
47260.0,58.86034329,50.835530051423824,52.592101760717121,42.533911354081333,43.473845330446153,37.235535707272376,37.825764980220555,33.952553466060593,35.460241414909198,32.585082861299568,34.38677900801008,31.971084500014872,32.454006178525304
47270.0,58.77309577,50.771388942758001,52.492207725267434,42.475340581179736,43.319328993516606,37.144339216062896,37.690953585717629,33.872395713998813,35.572024006302044,32.64967634288378,34.30554462374397,31.922346452872009,32.672481644381875
47280.0,58.68451545,50.70610768559056,52.286651610356095,42.354432352268901,43.332323556358624,37.15142620263849,37.743041923882501,33.902506183923677,35.539895604933577,32.63035731382648,34.559071724328057,32.071139818273146,32.822331959621188
47290.0,58.62180013,50.659750252324407,52.414580428144475,42.429684956984744,43.596201784606926,37.307083149201439,37.909596211834995,34.001622080183793,35.675476605590831,32.711711149876763,34.771464951174394,32.198103441656187,33.054942123307029
47300.0,58.54614137,50.603908645964829,52.341185967867141,42.386466596076517,43.599304916230693,37.308630699484027,37.961669951520349,34.031976269323337,35.722235167835876,32.739074453348934,34.846407463305709,32.242191809542675,33.03135611740894
47310.0,58.49093532,50.563037441329925,52.416169677268577,42.430518624238402,43.744022992780543,37.39399495182721,37.968425477751175,34.036559321849673,35.672259853052623,32.710288792457504,34.88876031462609,32.267635623774311,33.013164225599986
47320.0,58.42298304,50.512830043081983,52.27075500119399,42.344866947958863,43.628705286845218,37.325624151533027,37.922795109022516,34.008883225318371,35.662800845132161,32.70379342744593,34.911559713694665,32.280130270706202,33.16752258900145
47330.0,58.36106874,50.466815822764985,52.199228784267355,42.302473349286117,43.624720738160264,37.322892082325929,37.961116170423331,34.031130949803092,35.640521979863465,32.690525064960809,34.860841300508937,32.25008753790015,33.15166278725119
47340.0,58.28728509,50.412293285072423,52.159038082620505,42.278800407349678,43.610627874557011,37.314488470232888,37.906811662490377,33.999038775299674,35.508479999546083,32.61253762444246,34.84658795483395,32.241107393709385,33.177271193776228
47350.0,58.23635285,50.374508763810042,52.14172222299473,42.268440505536077,43.619605946597773,37.319617897620653,37.935465066716382,34.015826987873602,35.649440161683323,32.695571383696482,34.988546949673527,32.325173524048189,33.297230599789508
47360.0,58.18123856,50.333687951064029,52.228788898806243,42.319606559234224,43.732665248465082,37.386398920252375,38.021098211110747,34.066838751753373,35.737695399595339,32.748415040002868,35.041996366918042,32.357813270212965,33.323204421369631
47370.0,58.13305651,50.297921647367318,52.069153079883094,42.225447690309096,43.506357554484055,37.252584082860835,37.865779154832289,33.974214287454174,35.720238316615259,32.736556027321654,34.974730748865191,32.316624690382753,33.26472218212006
