Timestamp,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out
38666.0,78.72156385,78.496331439127474,78.471682600543218,78.025405177295369,78.011342026908025,77.569120777505177,77.171177689212129,76.736369794439739,78.157605258128498,77.714061839655287,78.510412969256976,78.063736837441965,75.578188511471254
38687.0,78.72156385,78.496331933101672,78.471683094519776,78.025408614084014,78.011345463705908,77.569129091140795,77.171186003463021,76.736384898903978,78.157620358481893,77.714085623186349,78.510436749122633,78.063771173182076,75.578222862331344
38696.0,22.9943862,23.014893830359224,23.002094036349778,23.042799571508727,22.733286378431853,22.776108172421669,22.442217892440716,22.487337555048924,22.611108028844544,22.654768827824899,22.655457694100331,22.698677115832762,22.666759239127188
38706.0,22.98719503,23.00773226006628,22.99669032826446,23.037441201606075,22.720968852993426,22.763893413553529,22.451914921373305,22.496958509114847,22.612418437436773,22.656072657470407,22.678937546286761,22.721970314390393,22.700916210744246
38716.0,22.98811184,23.00864630195041,22.985436139345719,23.026283733412644,22.725433380320272,22.768329130664707,22.441412101101115,22.48655197826573,22.607671334095084,22.651377624201125,22.669714828498428,22.712839020313762,22.680012776697186
38726.0,22.99469681,23.015205153515172,22.997628909602625,23.038381142333421,22.72961027361071,22.772478624315728,22.447825905387401,22.492922595786077,22.614041670766468,22.657707562172686,22.66925308291794,22.712395114718191,22.681380037743395
38736.0,22.99604481,23.016548114643292,23.002802549935421,23.043515642231505,22.743572389806374,22.786331959036008,22.470506801352339,22.515425645394689,22.633375434506647,22.676892975208499,22.702021709416496,22.744907813960349,22.717514683883604
38746.0,22.99995096,23.02043919252019,23.005567325249782,23.046261586208637,22.730022263377883,22.772898168417694,22.434436531797591,22.479657538062117,22.591493318588316,22.635362270706509,22.651435537106629,22.694745931245087,22.673465465133464
38756.0,22.99764534,23.018142743480819,22.997186767109888,23.037948254251372,22.728272191404866,22.771160491546929,22.440169495347398,22.485341111194614,22.605102469614756,22.648857066782067,22.669458082487715,22.712617445474535,22.695864698656003
38766.0,22.99497614,23.015484252983235,23.00714680772143,23.04782580784364,22.735657268979036,22.778483450442277,22.447035389735866,22.492148462465639,22.595836485081335,22.639663641245747,22.648945532127364,22.69226863446556,22.666460189069639
38776.0,22.99322178,23.013736921039527,23.007202096076089,23.047879639347602,22.737295733604643,22.780106856229803,22.454093098693075,22.499146183451867,22.614153577211983,22.657828125494781,22.680014119397239,22.723079822913895,22.68232937811705
38786.0,22.98489759,23.005446607837477,22.997334608781138,23.038091574869078,22.729091376880735,22.771967668279355,22.444370877424511,22.489500859784325,22.602017607858517,22.645788115446102,22.669332392846364,22.712481521016255,22.685540965029777
38796.0,22.97953457,23.000105231225682,22.992443678707591,23.033239278955868,22.714956983063615,22.757946760344474,22.435779837253591,22.480977378496451,22.588740524012103,22.632616251060622,22.639634280586844,22.683022119088861,22.654270099705879
38806.0,22.98057547,23.001142025214619,22.975904360628032,23.016834787460819,22.701045334027881,22.74414791520827,22.414510481075165,22.459880361924561,22.574661318702912,22.618650043345976,22.63268610822535,22.676128107688029,22.646017944399635
