Timestamp,exp_inlet,m6_in,m6_out,air6_in,air6_out,m5_in,m5_out,air5_in,air5_out,m4_in,m4_out,air4_in,air4_out,m3_in,m3_out,air3_in,air3_out,m2_in,m2_out,air2_in,air2_out,m1_in,m1_out,air1_in,air1_out
35389.0,23.25977548,23.267568655059911,23.333473101811844,24.659384406247487,24.659384406247487,23.348153357699797,22.985516490364041,24.65905752828758,24.65905752828758,23.004045646453303,22.696458846865628,24.658645415032005,24.658645415032005,22.718183842176934,22.891228062950759,24.658162761955868,24.658162761955868,22.910791273363202,22.916757780487824,24.657729086674887,24.657729086674887,22.936033536819426,22.821976795680214,24.657302536433082,24.657302536433082
35399.0,23.23821669,23.245738732015312,23.295224974522995,24.589173898494657,24.589173898494657,23.30955090349979,22.934057641292476,24.58885489706562,24.58885489706562,22.952378700170147,22.637673169316525,24.588447385595092,24.588447385595092,22.659271137816646,22.824055497006501,24.58796751763726,24.58796751763726,22.843584633789959,22.850010140301187,24.587534552740163,24.587534552740163,22.869247135229617,22.758401956227786,24.587108816381665,24.587108816381665
35409.0,23.24109525,23.250328132525645,23.320111092563202,24.899313038413311,24.899313038413311,23.337595257730094,22.972659875474456,24.898923714589198,24.898923714589198,22.993986549480493,22.68892320998463,24.89844939903271,24.89844939903271,22.713386036652885,22.878170679455607,24.897905974995847,24.897905974995847,22.900532242968342,22.917743353484632,24.897410281984332,24.897410281984332,22.939661308481774,22.828357108083402,24.896925297156276,24.896925297156276
35419.0,23.24803352,23.256791295664147,23.324976773475285,24.820898938727552,24.820898938727552,23.341539151899415,22.977065949403968,24.820530146527439,24.820530146527439,22.997476209530721,22.69953079032036,24.820076210113971,24.820076210113971,22.723008814023771,22.884119026474455,24.819554656643621,24.819554656643621,22.905547582982322,22.914038302429507,24.819079642896792,24.819079642896792,22.935130351737424,22.822680526425817,24.818612916005307,24.818612916005307
35429.0,23.26046527,23.269453018866109,23.325885728265007,24.874600313288934,24.874600313288934,23.343032953613463,22.980757483012582,24.874218503241138,24.874218503241138,23.001721715350456,22.716349732239941,24.873752260378531,24.873752260378531,22.74023630859055,22.897943607915433,24.873221663065316,24.873221663065316,22.919813729032807,22.930899740040971,24.872736883830516,24.872736883830516,22.952399615441273,22.836104029774049,24.872261159379125,24.872261159379125
35439.0,23.27166269,23.280443534361652,23.348117399861149,24.848646157305854,24.848646157305854,23.364731043014284,23.000192206183335,24.848276229350883,24.848276229350883,23.020653938264736,22.728039506177325,24.847821155814277,24.847821155814277,22.751509443828883,22.914874342180994,24.847299795508814,24.847299795508814,22.936269908419977,22.940568601609588,24.846825528895113,24.846825528895113,22.961674442378357,22.840626704341698,24.846358505198598,24.846358505198598
35449.0,23.27258577,23.281597829754965,23.336007431629803,24.891085341239588,24.891085341239588,23.353225127333104,22.990042832285432,24.89070196195641,24.89070196195641,23.011086781269682,22.722770244136061,24.890233946478123,24.890233946478123,22.746768239530468,22.903120063386599,24.889700873031732,24.889700873031732,22.925115348366802,22.917422940588427,24.889213315408913,24.889213315408913,22.939254476063713,22.827935666726958,24.888730215205548,24.888730215205548
35459.0,23.27977133,23.287644129108045,23.335308804128505,24.693657703082589,24.693657703082589,23.350348442029382,22.976306279721872,24.69332282420811,24.69332282420811,22.99531709079605,22.701116753398551,24.692899999728642,24.692899999728642,22.723169788278941,22.878165217785742,24.692410077763231,24.692410077763231,22.898252557209243,22.907076296916507,24.691964774863234,24.691964774863234,22.926838610743705,22.80624230917482,24.691527453482106,24.691527453482106
35469.0,23.27374992,23.28216992914362,23.341526239133202,24.785913987530581,24.785913987530581,23.357518462076911,22.987091123642589,24.785557898959745,24.785557898959745,23.007003705896206,22.71348117803365,24.785115032159641,24.785115032159641,22.736418266433514,22.892772525160023,24.784605495786803,24.784605495786803,22.913718872713545,22.931140066372542,24.78414116924926,24.78414116924926,22.951656477127198,22.820197992077425,24.783687193810994,24.783687193810994
35479.0,23.280187,23.2874060254121,23.344288334733271,24.576645456995447,24.576645456995447,23.357933157560655,22.987735311254006,24.576341642212487,24.576341642212487,23.00532457767294,22.697772852924206,24.575950427106029,24.575950427106029,22.718568297349748,22.878314695235471,24.575488409154218,24.575488409154218,22.897106049632228,22.898011041532236,24.575071819121991,24.575071819121991,22.916579710502138,22.800734714083141,24.574660882227622,24.574660882227622
35489.0,23.27438025,23.28322422087647,23.333586141066036,24.862661934156367,24.862661934156367,23.350516265295841,22.973984563410426,24.86228496470498,24.86228496470498,22.994892074862339,22.696618698291633,24.861819981977163,24.861819981977163,22.720592099874654,22.864046804184653,24.861287445026111,24.861287445026111,22.886160534055939,22.888875516330039,24.86079723446149,24.86079723446149,22.910708920882392,22.788754563596374,24.860314083594403,24.860314083594403
35499.0,23.28371092,23.29258928250022,23.348797785114918,24.878206702373326,24.878206702373326,23.365731199229323,22.981275539787415,24.877829651903685,24.877829651903685,23.002273943194577,22.701963235294379,24.877362633879489,24.877362633879489,22.726048984898213,22.875160790986516,24.876827585208805,24.876827585208805,22.89732300630638,22.884653031504502,24.876336291317568,24.876336291317568,22.906704719485738,22.779997378108643,24.87584827494404,24.87584827494404
35509.0,23.29190054,23.300011158102784,23.365886903352852,24.74844762489106,24.74844762489106,23.381195132076023,23.008510448248504,24.74810678070676,24.74810678070676,23.027771914013659,22.728365219963489,24.747678403536899,24.747678403536899,22.750723822374017,22.879697843155181,24.747181716668987,24.747181716668987,22.900375344213209,22.901280345124444,24.746723316399454,24.746723316399454,22.921713809545668,22.799078080352608,24.746271114269909,24.746271114269909
